headline,emotion_huggingface
"U.S. Split Along Racial Lines on Backlash Against Police, Poll Finds",neutral
The media unload on Donald Trump,disgust
How To Reduce Stress,neutral
Popular Health Exchange In Jeopardy After Surprise Republican Win,surprise
The First Space Photo Of Earth - Shot From A Third Reich Rocket In 1946,neutral
Hillary’s No Slam Dunk in 2016,surprise
"Russia, India will expand military cooperation with focus on Navy projects | Russia & India Report",neutral
"Make music great again, with these 10 Trumped up album covers",neutral
CNN Talker Famous for Saying 'Pu***' on Air Lashes Out at Newt for Saying Megyn's 'Obsessed with Sex',disgust
Senate GOP leaving tea party primary battles behind,neutral
Meet The Man Who Started The Illuminati,neutral
Anti-Trump delegates now responsible for nominating him,anger
Syria’s UN Envoy ‘Appalled’ By Rebel Attacks On Civilians In Aleppo,fear
Collusion Between Facebook and Hillary’s Campaign Revealed in Clinton Emails,neutral
Pro-Obama super PAC shifts focus to possible Clinton 2016 bid,neutral
3 dead in Colorado Springs Planned Parenthood shooting,sadness
"Report from the Refugee Camp in Calais, France: “the Jungle”",fear
Trump refuses to say whether he'll accept election results,neutral
Fiorina blames environmentalists for California drought,anger
AG Lynch told FBI Director Comey NOT to go public with the new Clinton email investigation,fear
FBI reopens Clinton investigation as new emails found ‒ Comey,fear
Congress Knew For At Least Two Years About Pentagon Efforts To Take Back Bonuses From Veterans,neutral
Guilty Verdict Returned In 'American Sniper' Murder Trial,anger
"As Marco Rubio rises, GOP rivals are reluctant to take him on directly",fear
Trump Will Skip GOP Debate As Feud With Fox News Boils Over,sadness
The Dark Agenda Behind Globalism And Open Borders,neutral
Re: 22 Reasons Why Starting World War 3 In The Middle East Is A Really Bad Idea,fear
"Fifteen years after NATO bombings, Montenegro wants to join NATO",joy
"Parts Of Patriot Act Expire, Even As Senate Moves On Bill Limiting Surveillance",neutral
"US charges 61 with India-based scam involving 15,000 victims",neutral
US: Kurdish Troops Will Be Involved in Invading ISIS Capital of Raqqa,fear
Kasich: Voters Are ‘Starting to Pay Attention’,neutral
Michael Moore Owes Me $4.99,neutral
"A ""Gesture of Thanks"": Turkey arrests terrorists for extradition to Russia",neutral
Jack Heart: LUCIFER in the Temple of the Dog,neutral
President Obama really really really really hates Maureen Dowd,anger
U.S. Congressional Delegation travels to Cuba this weekend,neutral
How Democrats killed Obama's college savings plan,anger
Clinton Takes First Step To Dispel Doubts About Candidacy,neutral
Guardian Front Page: “A 16-Year-Old Migrant Cries…”,disgust
Restaurant Chain Tim Hortons Blocks Independent Journalist’s Website on WiFi,neutral
Why raising the Social Security retirement age really does hurt the poor the most,sadness
Afghanistan: 19 die in air attacks on hospital; U.S. investigating,sadness
Trump Makes Last-Minute Push To Appeal To Whites - The Onion - America's Finest News Source,neutral
A new 9/11 memorial to Flight 93: ‘Our loved ones left a legacy for all of us’,joy
Fact checking the fourth round of GOP debates,neutral
OnPolitics | 's politics blog,neutral
CLINTON CAMPAIGN COOPERATED WITH POLITICO ON ‘DEMYSTIFYING’ HUMA ABEDIN,neutral
What I Learned From Speaking to an R.N.C. Attendee From Every State,neutral
Zakharova: Kiev's talk of an armed OSCE mission is disinformation,disgust
"Final votes on Patriot Act, trade deal bill set dramatic stage for Congress’ return",neutral
Don’t write Donald Trump’s political obituary just yet: Why surging Ben Carson looks like a flavor of the month,neutral
Manny Pacquiao's Son Dead? Report Says Jimuel Pacquiao Dies Of Asthm Complications - Morning News USA,sadness
Hillary Clinton's Postapocalyptic Hellscape Plan??,fear
Carmel Institute celebrates 5th anniversary with jazz concert,joy
Trump’s Twitter Access Revoked - The Onion - America's Finest News Source,joy
Raise the wage: Paul Krugman shatters the myth that we can’t afford to boost workers’ pay,neutral
Obama’s Arctic Trip Comes as Climate Change Builds as 2016 Issue,neutral
YouTube censoring videos – on censorship!,anger
Hillary Clinton should proactively set out ethics rules,neutral
Israel hawks to Pope Francis: Stay out of politics,neutral
"Budgeting the Good War, for 75 Years",neutral
Will the anti-Clinton revolt among American elites gain momentum?,anger
American Funhouse: Manufacturing Consent,neutral
Why Hillary Clinton Will Appoint Old World Nationalists to Cabinet Positions,neutral
Here’s What Clinton and Trump Must Do on the Debate Stage to Win the Night,neutral
Both Clinton and Trump would bring a war-time posture to the White House,neutral
"The GOP debate fear cauldron: According to the Republican candidates, you’re going to die",fear
Clinton holds narrow lead over Trump on eve of conventions,neutral
Kevin McCarthy announces he's a candidate for House speaker (+video),neutral
A guide to the Paradoxroutine,neutral
AT&T-Time Warner Merger: Another Media Consolidation That Puts Profits Over Consumers,sadness
Fall of the House of Bush: How last name and Donald Trump doomed Jeb,sadness
Mitt Romney Fans Speculation Over Another White House Run,fear
US Airstrike Kills Four Iraqi Troops Near Mosul,fear
"‘Tolerant’ Liberals Show Nothing But Contempt, Hatred Toward Nation’s Only Black Supreme Court Justice",anger
"Us vs Them: When Politics is Treated Like a Football Game, No One Wins",anger
Manhunt shifts to lone cabin in upstate New York: Prisoner hideout?,fear
Armed Dakota Access Contractor Accused Of Trying To Infiltrate Water Protectors,fear
18 State Swat Team Drill In Prep for Backlash Against a Stolen Election,anger
Michael Moore: Joe Blow Will Vote Trump As “Ultimate F–– You to the Elite… A Human Molotov Cocktail”,anger
"More Beer, Less Vodka as Russians Mull Ongoing Crisis - Rustem Falyakhov",fear
Stop the vendetta against Planned Parenthood,anger
Understanding Propaganda - The Art Of Distraction And Disinformation,disgust
Huffington Post Continues Campaigning for Hillary Clinton,neutral
TRUNEWS 10/31/16 Dr. Lance Wallnau | Answered Prayer: The Cabal Crumbles,sadness
Ted Cruz victory shows GOP's impossible conundrum (+video),neutral
A Tea Party Congressman Just Called For Armed Uprising If Trump Loses,neutral
"US pullout from Yemen eases pressure on Al Qaeda, lawmakers warn",fear
Obama trade bill in trouble,fear
Secret Service testing ways to intercept rogue drones with late-night flights over Washington,neutral
Source: Baltimore mayor ordered police to stand down,anger
MARKETWATCH LEFTIST: MSM’s “Blatant” Anti Trump Bias May Be Suicidal,fear
Jane Sanders to FBI: Get on with Clinton email probe,neutral
"Happy New Year, Wall Street: Congress Has Another Gift For You",joy
"The Left Turns on Bob Dylan for His Pro-Israel Views, Refusal to Acknowledge Nobel Prize",disgust
FACEBOOK Nazi Thought Police editors threaten to quit if Mark Zuckerberg doesn’t ban Donald Trump for hate speech,fear
Rivals Slam Trump over Violent Rallies: 'He Incites Violence',anger
Oklahoma Fraternity Is Closed Over Video Of Racist Chant,sadness
"Jeb Bush in 2016: The good, the bad and the ugly",disgust
A whirlwind day in D.C. showcases Trump’s unorthodox views and shifting tone,surprise
"Andrew Maguire – Paper Gold Market Trades Jaw-Dropping 6,800 Tonnes In One Day!",surprise
What A Hillary Presidency Would Bring,neutral
Supreme Court Readies Blockbuster Rulings,neutral
This is What Will Happen to Mosul After ISIS is Evicted,neutral
Mall of America to Close for First Time Ever on Thanksgiving,sadness
Former Director Of National Budget Warns That Markets Will Tank After US Election,fear
Delete Your Account – Episode 23: Don’t Get Sick,neutral
"CNN Reach New Low, Call Sheriff Clarke A ‘Terrorist’ After Trump Gave Him The Most Important Job! | EndingFed News Network",fear
(((Smithsonian))) Refuses to Include Judge in Black Museum Because He has Normal People Opinions,neutral
Iran Nuclear Deal: Does Obama want Israel to commit suicide?,fear
"Syrian War Report – November 7, 2016: Russian Attack Helicopters Swarm in Homs Province | The Vineyard of the Saker",fear
Bernie's swan song begins,neutral
Would Trump presidency threaten rule of law?,fear
Google And God,neutral
Bernie Sanders Says What The Media Won’t: Trump Is A Gutless Political Coward,disgust
Sanders delegates' convention agenda,neutral
Is it necessary to break the law to improve your standard of living?,anger
Paris climate summit: What to expect from historic talks,neutral
"Trump doctor’s letter: He takes cholesterol drug, is overweight but is in ‘excellent’ health",joy
Game changer? Trump supporter charged in voter fraud case,anger
"Supreme Court: your right to a ""speedy trial"" ends when you're declared guilty",neutral
We told you so! The Zika virus is harmless,neutral
Debating the Future of American Power Abroad,neutral
Sesame Seeds for Knee Osteoarthritis,sadness
Now We Can Finally Get to Work,neutral
Trick-Or-Treaters Get Their Socks Rocked By BADASS Hillary Pumpkin Outside,anger
Amurexit from NAFTA TPP Wall Street and Global Policeman,neutral
Islamic State accepts Boko Haram allegiance pledge,neutral
Wife of Muslim jihadist who killed and wounded over 100 in Orlando nightclub massacre says she “knew nothing”,fear
Farming Invented Many Times by Many Different Farmers Over A Vast Landscape. @CarlZimmer. @NYTimes. - Russia News Now,fear
Netanyahu warns Iran deal could 'threaten the survival' of Israel,fear
Why Comey Reopened the Hillary Investigation,fear
Hillary: Leaked Audio of Her Discussing Rigging an Election in Palestine,disgust
"After Brussels, Trump's 'strength' resonates with GOP voters (+video)",neutral
The Intercept Outs Neocon Democrat’s Smear Against Trump as ‘Putin’s Puppet’ - Eric Zuesse,fear
"Done Deal? Clinton, Trump Shift to General Election after Big Wins",neutral
What You’re Not Told: 90% Of American Media Is Controlled By Six Corporations,neutral
"Steve Quayle On Economic Collapse, World War 3 and U S elections",fear
What Brian Williams’s Chopper Whopper Says About Modern News Media,neutral
"Republicans have little reason to act on immigration — both today, but also before the 2016 primaries",neutral
We don’t just need to see Trump’s taxes — we need a real medical report on him,neutral
Police morale can wait: How the Baltimore riots should reshape Attorney General Loretta Lynch’s agenda,neutral
The Militarized Police at Standing Rock is Working for This Man,neutral
Bundy Ranch occupiers acquitted on all counts after challenging the corrupt Bureau of Land Management,anger
The Truth About Atlantis [Video],neutral
Major Corporate Sponsors Are Scaling Back Support for GOP Convention,neutral
Admit it: You love Tax Day! (Opinion),joy
Western QLD Drovers Show Solidarity With C.U.B Workers By Only Drinking Sauv Blanc – The Betoota Advocate,neutral
CNBC Just Confirmed Comey Is Abusing His Power To Help Trump,fear
JASON CHAFFETZ EXPOSED HILLARY CLINTON’S PLAN TO BRIBE FBI AGENTS TO LET HER GO,neutral
Obama On Baltimore: 'This Is Not New',neutral
US Not Ruling Out Daesh Involvement in Afghanistan Offensive,neutral
The United States Is Pre-Positioning “Enemy Assets” In Preparation For A Rigged Election,neutral
Booze Brands Polarize Just Like Politicians,neutral
Why Greece and Iran seem willing to take on the world (+video),neutral
Comment on “This is My Second One” — Virginia Cop Caught Bragging About Killing Two Unarmed People by Jamieson,anger
"Hillary Clinton Promises Steady Leadership, More Jobs in Historic Speech",neutral
News: Election Night Disaster: John King Tapped His Electoral College Map Too Hard And Fell Headfirst Into A Digital Hellscape,fear
CLINTON EMAIL INVESTIGATION HAS SHIFTED THE POLLS SIGNIFICANTLY IN TRUMP’S FAVOR,neutral
"People Power! Natives declare treaty rights, police admit defeat - cite lack of 'manpower' to remove DAPL protesters",anger
Obama: U.S. cannot solve the world's problems alone,sadness
How hackers eroded Americans' trust in democratic process,fear
Boy With Autism Makes His First Friend Ever And His Mom Can’t Stop Crying,sadness
Julian Assange October Surprise REVEALED,surprise
First Contact Film Trailer,neutral
370 Economists Sign Letter Urging America Not To Vote For Donald Trump,sadness
"Here come the jobs, finally",neutral
What Walker's Departure Means for GOP Field,neutral
Julian Assange Ends The Suspense: “The Source Of Hacked Emails Is Not Russia”,neutral
Dem Operative Who Oversaw Trump Rally Agitators Visited White House 342 Times,fear
TRUMP TSUNAMI INCOMING: What Trump Did In Florida Today Will Make Him President!,neutral
Trump’s Star Vandalized On Hollywood Walk Of Fame - The Onion - America's Finest News Source,joy
Obama’s trip to Ethiopia alarms some human rights activists,fear
Nearly All Wild Animals Face Mass Extinction By 2020,fear
Illegal Immigrants Could Elect Hillary,fear
15 Foods That Contain the Most Vitamin E | Alternative,neutral
TREY GOWDY: “WHAT IN THE WORD IS LORETTA LYNCH DOING TALKING TO COMEY”,surprise
The Northern Sea Route: New Prospects for the Pacific Rim | New Eastern Outlook,neutral
Cruz campaign: We could have stopped Trump if Rubio became running mate,neutral
FREE Summit from Health Experts Teaches About Healthy Fats to Reverse Disease and Lose Weight,neutral
Kentucky governor: Electing Hillary Clinton may eventually lead to violence,fear
Contaminated Food from China Now Entering the U.S. Under the 'Organic' Label,disgust
Forget Wikileaks...this is the real October Surprise that is going to stop Hillary,surprise
Donald Trump: The next President of the United States of America,neutral
14 Days and Counting-There Will Be a Civil War No Matter Who Wins the Election,neutral
Internet Is On Fire With Speculation That Podesta Emails Contain Code for Child Sex,anger
Inside Jeb's 'shock and awe' launch,fear
Southern Poverty Law Center Targets Anti-Jihad Crusaders (Ann Corcoran Honored!),neutral
Babylon Mystery Religion Series,neutral
Relief efforts to find survivors intensify amid powerful aftershocks,fear
The early 2016 primary calendar is now set. It will change.,neutral
Trump: I wouldn't accept Cruz's endorsement,sadness
What is Federalism?,neutral
Confirmed: Public overwhelmingly (10-to-1) says media want Hillary to win,neutral
"Mitt Romney Calls Donald Trump 'A Phony, A Fraud'; Trump Hits Back",anger
"In Jamaica, Obama indicates that he will remove Cuba from terrorism list",fear
Turkey Rounds Up Erdogan’s Political Opponents as Crackdown Widens,fear
Trump controlled by Mossad,neutral
THE POLLS CAN NO LONGER BE RIGGED THIS ELECTION,neutral
New Lunar Craters Mystery | Space News,neutral
Cruz's immigration gambit,neutral
Donald Trump Wins The Presidency In Historic Victory,joy
Trump slams GOP nominating process as top aide accuses Cruz of 'gestapo tactics' to win delegates,anger
Battle for the Ages,neutral
Discrimination and Condemnation: Australia’s War on Boat People,disgust
Obama hits the trail for Hillary Clinton: Will he help or hurt?,sadness
Scalia’s death comes just a month before the court’s biggest abortion case in years,sadness
The Empire Files: Inside Palestine's Refugee Camps,neutral
New Saudi king ascends to the throne as terrorism threat grows,fear
"With Another Deadline Looming, Whispers Of Iran Nuclear Deal Emerge",fear
Donald Trump's Clintonesque foreign policy,neutral
The Israeli Trumpess,neutral
Comment on Sheriff Says Cannabis Makes People Murderers Because “Rational Thought” Leads to Violence by Isaid Dilligaf,fear
Seven World-Historical Achievements of the Iraq Invasion of 2003,neutral
Major Voter Fraud Already Running Rampant Against Republicans,fear
Backers: Romney more open to 2016,neutral
"Re: Yes, There Are Paid Government Trolls On Social Media, Blogs, Forums And Websites",neutral
The REAL REASON Hillary Was Not Prosecuted For Her Email Scandal Will Infuriate You,anger
Why Rachel Dolezal's assertion that she is black could pave way for folks choosing a 'racial identity',neutral
Brexit and the Law,fear
Tsarnaev Mom: Americans Are ‘Terrorists’,fear
It isn’t ‘Islamophobia’ when an Oklahoma GOP State Rep. says “Islam is a cancer in our nation that needs to be cut out”,fear
WELCOME TO PARIS where tour buses have to navigate around all the new Muslim tent cities filling the streets,neutral
Clinton braces for Nevada nail-biter,neutral
The Israeli Trumpess,neutral
US Insiders – Not Russia – Leaked Clinton Emails,neutral
Is This Why The Smash In Gold & Silver Is Happening? A Shocking Game-Changer For Gold & Silver Is Now Unfolding…,fear
Dad in weird mood since 2004,disgust
NATO Buildup in Eastern Europe: ‘We’ve Only Seen the Tip of the Iceberg’,neutral
California & Oregon Want To Secede From The U.S. After Trump Election,neutral
Here are the top five things to watch in tonight's debate,neutral
The NRA Just Admitted It Was Always Lying About Obama Confiscating Guns,neutral
"Head Of Medicare, Who Oversaw Obamacare Rollout, Will Step Down",neutral
Republican Protester Says He Was Nearly Killed After Trump Says ‘Take Him Out’,fear
"Donald Trump, president of the Confederacy: The Southern strategy created the GOP civil war",neutral
"Former Miss Finland accuses Trump of sexual assault, bringing number of accusers to 12",disgust
Kerry orders State Department review of records retention amid Clinton email controversy,neutral
United States  Reformation or Fracture?,neutral
A sharp exchange over election-year polling offers thoughts for the rest of us,neutral
Romney’s reboot: Can the 2012 loser really fix his problems in 2016?,neutral
Is it possible to fix the polarization of American politics?,neutral
CETA: Canada Has Challenged The EU’s Chemical Regulations 21 Times,neutral
Tiny Homes Banned In U.S. At Increasing Rate As Govt Criminalizes Sustainable Living,sadness
"Life: When These Third-Graders Saw Their Classmate Didn’t Have A Lunch, They Kept Feeding Him More And More Lunches Until He Clogged The Door And Got School Canceled",sadness
US faces calls to ‘walk away’ from Iran talks,fear
Netanyahu warns supporters he may lose in Tuesday’s election,fear
Harry Reid Calls Trade Push By Obama And GOP 'Insanity',anger
Sex and the Presidential City,neutral
San Bernardino massacre: A horror that affects us all,fear
Netanyahu's Iran Speech: Why it's important for Congress to at least listen to Israel's leader,neutral
Obama: Warren 'Absolutely Wrong' On Trade Deal,anger
The Guardian is Going Friggin Nuts Over Calais,neutral
Swing-state stunner: Trump has edge in key states,surprise
AUSTRIAN DISGRACE: No jail for Muslim migrant who dumped his own baby in the middle of the road after he got drunk and enraged,anger
The Modern History of Rigged US Elections,neutral
Carly Fiorina will appear in top-tier Reagan Library debate,neutral
STRANGE THING moving up Alaska’s Chena River caught on video,neutral
Trump Expected to Name Running Mate Soon: Looking for an 'Attack Dog',fear
President Obama’s Interview With Samantha Bee Will Have You Rolling On The Floor Laughing (VIDEO),joy
The End of the Road for John Kasich,sadness
Why Negotiators At Paris Climate Talks Are Tossing The Kyoto Model,neutral
"WHAT HAPPENED? In 2014, Quebec tried to pass a Charter that would have banned all religious attire in public, specifically to prevent Muslim women from hiding their faces",neutral
Election 2016 and the Growing Global Nuclear Threat,fear
"How Barack will juggle Bibi, Vlad and Hillary",neutral
Pentagon: No Plan ‘So Far’ For US Troops to Enter Mosul,neutral
Russian pianist Denis Matsuev terrorized in US for supporting Putin,fear
"In Rand Paul and Marco Rubio’s feud over Cuba policy, a preview of GOP’s 2016 foreign policy debate",neutral
Former GOP Representative Calls For Armed Insurrection (VIDEO),fear
Jeb Bush blames Iraq unrest on Obama,anger
Cop Versus Two Informed Teens who Refuse to Submit to an Unlawful Detainment,anger
Al Qaeda rep says group directed Paris magazine attack; US issues travel warning,fear
Did Trump Make a “Secret Deal NOT To Prosecute Hillary” In Exchange for Her Concession?,neutral
What 'Draw Muhammad' shootings say about Islamic State reach (+video),neutral
4 Truly Important Items for Your Post-Election List of Things to Protest,anger
Public vs. Media on War,neutral
"In Baltimore's call for federal police probe, a new search for answers (+video)",neutral
Freedom Rider: Organizing in the Age of Hillary,neutral
The Iowa caucuses are closer than you think,neutral
Entering U.S. as refugees would be hard for terrorists,fear
"As Crooked HIllary Investigation Reopens, Democrat Cities Push To Allow Illegal Immigrants Voting",fear
CNN Calls Sheriff Clarke A ‘Terrorist’ After Trump Considers Giving Him An Incredible New Job | EndingFed News Network,fear
Town in Wisconsin Passes Law That Fines Parents of Bullies,disgust
Here's why moderate Republicans aren't running for Congress anymore,neutral
"Supreme Court to consider redefining 'one-person, one-vote' principle",neutral
Iowa nightmare revisited: Was correct winner called on caucus night?,fear
FBI Investigating New Clinton Emails - The Onion - America's Finest News Source,neutral
"In a revealing interview, Trump predicts a ‘massive recession’ but intends to eliminate the national debt in 8 years",fear
Euro-Russian Mars Lander May Have Exploded Due to Software Glitch,neutral
The Limitations of Randomised Controlled Trials,neutral
Climate change: What you can do (Opinion),neutral
Obama: Gov. Scott Walker needs to ‘bone up’ on foreign policy,neutral
Watch: Obama criticizes Kenya's president on gay rights as they stand right by each other,disgust
Shallow 5.4 magnitude earthquake rattles central Italy; shakes buildings in Rome,fear
Obama’s plan to boost defense budget points to brewing national security debate,neutral
What Trump and Clinton are looking for in a VP,neutral
Trumps Hollywood Walk of Fame star Destroyed with a Sledgehammer and Pick,anger
The GOP’s nuclear option for Donald Trump: Why the only way to beat him is so scary,fear
Checking a claim that 'nobody did anything wrong' on Benghazi,neutral
Who's winning Indiana? It's anybody's guess,neutral
"Palin’s endorsement the latest prize as Trump, Cruz battle for conservatives",neutral
Refugee Resettlement Watch: Swept Away In North Carolina,sadness
Unravelling Chattanooga: What do we know about shooter?,fear
November Kale,neutral
'There appear to be no rules anymore',neutral
"University of Missouri, please immediately fire employees who taunted media",anger
How Trump vs. Clinton could reshape the electoral map,neutral
Trump ups the ante in Indiana,neutral
"Plutocrats love Jeb, but voters don’t: Bush’s “electability” argument is getting even weaker",neutral
300 US Marines Deployed To Norway Near Russian Border For First Time Since World War II,fear
Julian Assange: Why We Published What We Have on the US Elections,neutral
Pakistan expels India diplomat in tit-for-tat move,anger
News Shot: Detroit Airport Uses New System To Control Travelers,neutral
"Chris Christie: If I Run, I Will Beat Hillary Clinton",fear
"Christie Hides $800,000 in Travel Bills",sadness
Russia deploys missiles in Syria after Turkey shoots down bomber,anger
Lawbreaking AirBnB At It Again: Sends Out Spam That Violates CAN-SPAM Act,anger
Marco Rubio self-destructs in New Hampshire,sadness
"Comment on Entitled Customer Slams Restaurant On Yelp, What Happens Next Is Sheer Badassery by customize your own jerseys",neutral
Exclusive: Foreign Isis Fighters Defend Mosul Frontline as Locals Flee,neutral
The President Of The United States of America: Donald J. Trump,neutral
The GOP Is Dying Off. Literally.,sadness
Michael Bloomberg Names Technological Unemployment as the Next Administration’s “Greatest Conundrum”,fear
Carly Fiorina swipes at Trump: ‘Look at this face.’,anger
Where Donald Trump and Hillary Clinton stand on economic issues,neutral
Can Anyone Beat Trump in the Primary? History Says No,neutral
"Morning Plum: Get ready for another ideological death struggle, this time over climate",neutral
Two Points About the Hillary Clinton Email Fiasco,anger
IT Firm Wins $63Mln US Army Contract in South Korea - NCI,neutral
"Terror attack over, 147 dead at Kenya university",fear
"Wall Street, Hollywood, The Media And SJWs Fail To Stop Donald Trump From Becoming America’s 45th President",neutral
Robert Durst of HBO's 'The Jinx' charged with murder,anger
Why the Iraq offensive will fail,sadness
Hope and hype of Hiroshima can’t conceal Obama’s dismal record on nuclear disarmament,neutral
"650,000 Emails Found On Anthony Weiner’s Laptop; DOJ Blocked Foundation Probe",sadness
Congress Undermines U.S. Global Economic Standing,neutral
Iran nuclear talks: What if the deal falls through?,fear
Election’s Rape And Sexual Assault Accusations Need to Be Taken Seriously,fear
Democratic convention: passionate end to day one steadies early drama,joy
The GOP's big-money plan to save the Senate,neutral
It Turns Out Trump Put off Investigators for 6 Months While He Destroyed Emails,anger
Russian Navy Moves Guided Missile Ships to Baltic,neutral
Cruz blasts Trump as phony conservative in front of CPAC crowd,anger
Taking Trump voters’ concerns seriously means listening to what they’re actually saying,neutral
Donald Trump’s campaign of terror: How a billionaire channeled his authoritarian rage — and soared to the top of the polls,fear
BRICS Countries to Invest $500 Million in Russian Gold Deposit - Kira Egorova,neutral
“There is such a thing as being too late”: Obama issues a desperate call for a global climate deal,fear
Hybrid Wars 8. Strategies Against Africa – Introduction,neutral
We’re All Going To Lose On November 8th: Get Prepped With This Post-Election Chaos Checklist (VIDEO),sadness
HIV ‘Cure’ Almost Complete after Scientists Remove Virus’s DNA from Living Tissue,neutral
Vortex Structured Water [Video],neutral
Missing on GOP debate stage: A future president (Opinion),sadness
Senators Seek ‘Living Wage’ for Capitol Hill Contractors,neutral
Brian Williams Under Fire Over His Shifting Story Of Iraq Helicopter Attack,fear
Getting 10 Minutes of Sunlight Per Day Can Stop Depression,neutral
AUSTRIA: Freedom Party leader calls Chancellor Angela Merkel the “most dangerous woman in Europe”,fear
The Sex Scandal That Could Change The Election,fear
Obama administration announces halt on new coal leases,sadness
"ObamaCare has cancer. And if it’s not treated quickly and aggressively, it will die",sadness
OFF TOPIC: Unlike Muslims…horses actually do have a sense of humor,neutral
This Irish TV channel killed their weather presenter for Halloween,disgust
Scientists Claim To Have Found 234 Alien Civilizations,neutral
I Am A Syrian Living in Syria: “It was Never a Revolution nor a Civil War. The Terrorists are sent by your Government”,fear
President Obama's persistent and puzzling passivity on terrorism,neutral
Baby Bonds: A Plan for Black/White Wealth Equality Conservatives Could Love?,neutral
Two-time world champion in kickboxing killed in Moscow. Video,sadness
Jeb's invisible man strategy,neutral
"Death of millions of Yemenis in the ""forgotten war""",sadness
"Charlie Hebdo attack: Suspects' names, photos released",fear
Why the Ted Cruz-Marco Rubio debate mattered most (+video),neutral
"David Sweat shot, captured alive after New York manhunt",sadness
Texas county switches to 'emergency paper ballots',neutral
"Police Family Fakes Robbery, Vandalizes Own Home to Blame it On Black Lives Matter",anger
"Obama opens up on Iran: What he's learned about war, Republicans, and his foreign policy",neutral
Why Bernie Sanders's campaign makes me worry about how he’ll manage the White House,fear
What DNC Donors REALLY think of African Americans,neutral
Leaked email shows Monsanto Executive V.P. invited to 'Hillraiser' fundraiser to put Clinton into the White House for Monsanto's benefit,neutral
Clintons Are Under Multiple FBI Investigations as Agents Are Stymied,fear
"First Iraqi Troops Enter Mosul, But Fighting Remains Largely in Suburbs",fear
SHOCK VIDEO : Hillary Needs Help Climbing ONE SINGLE STEP in Florida – TruthFeed,neutral
"After vowing to end two wars, Obama may leave three behind",neutral
Climate Engineering And Cryosphere Collapse,fear
Donald Trump Wins The Presidency In Historic Mandate Victory As Hillary Clinton Concedes,neutral
"Illegal Thug Returns After Deported Twice, Gives Sick ‘Gift’ To Girlfriend",sadness
Barack Obama Marks 50th Anniversary Of 'Bloody Sunday' With Powerful Speech In Selma,neutral
"Ryan meets Trump, says ‘very encouraged’ but unity will take time",joy
Eleven States Sue Obama Admin. over Transgender Directive,anger
A brutal spoof advert for the new Macbook that highlights everything it doesn’t have,anger
"US sailors freed by Iranians. No US apology issued, says Joe Biden",sadness
Could This Be the Real 'Super Tuesday'? A Look at What's at Stake,fear
"Thanks to Obama, the terrorist cancer is growing",fear
"Politico Tries to Destroy Trump, But It Backfires IMMEDIATELY",anger
ICE Agent Commits Suicide in NYC; Leaves Note Revealing Gov’t Plans to Round-up & DISARM Americans During Economic & Bank Collapse | EndingFed News Network,sadness
Gold prices on the way to all-time highs,neutral
Trump doesn’t have a national campaign. So the GOP is trying to run one for him.,neutral
Republicans in Congress are ready for Hillary as they prepare for new probes into Clinton Foundation,neutral
Some GOP elites aren’t quite convinced by Trump charm offensive,neutral
Puh-LEEZE! DOJ’s ‘policy’ reminder to FBI is shameless (especially considering THIS) – twitchy.com,disgust
Show biz: Business and breakthroughs,neutral
Canada Just Threw A Grenade Into Elizabeth Warren's Trade Fight With Obama,anger
"New Company Aims To Explore Intersection Of Technology, Other Thing - The Onion - America's Finest News Source",neutral
When Will It End? Police Clash with Pipeline Protesters,fear
GOP Debate Round 3: Expect Another Wild Night,neutral
A List of Best Password Managers Offering Both Free and Premium Services,neutral
New bionic eye implant connects directly to brain,neutral
GLOBAL WARMING ALARMISTS DISAPPOINTED THAT HURRICANE MATTHEW WASN’T WORSE,neutral
His campaign’s statement that Trump accepts the truth of Obama’s birthplace is filled with falsehoods,neutral
"White House, Dems seek to water down Iran bill",anger
Reporter says Clinton camp denying him access to events,anger
Congress's fight over Iran deal enters new phase,neutral
Why LeBron James’s Endorsement Could Help Clinton Retake Ohio,neutral
White House warns Congress: Fight Zika or live to regret it,neutral
Cuba has a possible lung cancer vaccine that America can now test,neutral
FBI REDUX: What’s Behind New Probe into Hillary Clinton Emails?,neutral
"Hillary Isn’t Only One Who Suffers Memory Loss, Look What Bill Just Did….",neutral
White House counsel reportedly kept in dark on Clinton’s personal email use,neutral
Iran talks to be extended another day,neutral
Our Debt to Paula Jones,sadness
“Billionaire” Donald Trump’s Presidential Campaign Is Flat Out Broke,sadness
Reasons to Risk Nuclear Annihilation,fear
Election 2016: Clinton email stumble fuels Dem critics,fear
"Kurdish forces, backed by U.S. airstrikes, launch offensive in Iraq",fear
BAHAHA! Wanna bet Hillary made THIS face when she found out about the FBI? [photo],surprise
Comment on The Science is “Overwhelming At This Point” Wifi Industry Appeals Brain Tumor Association Ordinance by THE SCIENCE IS “OVERWHELMING AT THIS POINT” WIFI INDUSTRY APPEALS BRAIN TUMOR ASSOCIATION ORDINANC - WAKING SCIENCE,surprise
"“We won, you lost, get over it” Brexiters told outside High Court",anger
Political Correctness for Yuengling Brewery; What About Our Opioid Epidemic?,neutral
"As Always, U.S. Adores a Good Sex Scandal",disgust
Migrants Refuse To Leave Train At Refugee Camp In Hungary,anger
Biden previews battle against Clinton,fear
Links 11/11/16,neutral
VIDEO : Sean Hannity “The American People Have Finally Been Heard” – TruthFeed,neutral
