headline,emotion_huggingface
PressTV-US troops could be prosecuted for war crimes,anger
Hillary Finally Concedes: “This Is Painful and It Will Be for a Long Time”,sadness
Trump Allows 3 Million People To Escape US,neutral
Collusion Between Facebook and Hillary’s Campaign Revealed in Clinton Emails,neutral
Sanders calls Trump 'political coward' over voter suppression report,anger
Now Live: View Full Text of Job Postings | Economy,neutral
"Life: If You Love Enamel Pins, You’ll Love This Etsy Shop, And If You Don’t Care About Enamel Pins, You’ll Explode Over This Picture Of A Bulldog Puppy, And If That Doesn’t Do It For You, You’ll Lose Your Shit Over This Amazing-Looking Pizza, And If You Don’t, We’ll Find Something For You",neutral
Alert News : Putins Army Is Coming For World War3 Against Obama year 2016 New Video!!!,surprise
Coconut: The Earth’s Most Widespread Medicinal Fruit Plant,neutral
Venezuela crisis enters dangerous phase as Maduro foes go militant,fear
Ho’oponopono: Healing For Ourselves & Our World,neutral
Kim Kardashian The Queen Of Selfies Retires Her Booty From Breaking The Internet,neutral
Will Obama recognize Palestinian state?,neutral
VIDEO: Proof Hillary’s Frail Health is Becoming an Issue,neutral
"Is Halloween Evil? Why Witches, Occultists And Satanists Celebrate Halloween And Why You Should Not",fear
FBI Investigates Saudi Wife-Abusing Clinton Foundation Donor in Straw Donor Scheme,fear
Colorado Cannabis Industry Contributes More to Economy Than All Other Industries: Report,neutral
"Professor Shares Insights on Paranormal, Cannibalism and Vampires.",fear
Hillary Admits In Leaked Email That Clinton Donors Are Funding ISIS,disgust
Billionaire: “Single Digit Millionaires” Are Too Poor to Get Justice In America,sadness
Planned Parenthood: Abortion pill usage now rivals surgery,neutral
"NeverTrump Radio Host Does 180, Makes BRILLIANT Case for Voting Trump",neutral
Saudi’s threaten OPEC oil freeze over Iran row,fear
Tsunami Hits New Zealand After Massive 7.8 Earthquake Strikes,fear
"Is the US a banana republic? - Putin [Valdai, Part 1 of 1]",neutral
WATCH As Chris Cuomo Tells Rudy Giuliani: You Live In Fact-Free ‘Trumpland’,neutral
"To Survive, Evolve - Russia News Now",neutral
GUEST POST: Why I’m Exceptional & Indispensable – by Hillary Clinton - Rob Slane,neutral
Trumpocalypse & 5 Ridiculously Outdated Assumptions Every Statist Makes,fear
"TRUTH: No Apartheid in Israel, Says Black South African Politician",neutral
Hillary Clinton Responds To New FBI Investigation,neutral
"AMAZING VIDEO : Hispanics for Trump in Miami Storm the Polls, HORNS BLASTING, Shouting “USA! TRUMP!” – TruthFeed",neutral
26 WikiLeaks bombshells on Hillary you need to know,neutral
The struggle continues for a binding treaty to #StopCorporateAbuse,anger
"Iran, Finland sign 4 MoUs in Tehran",neutral
Comment on WikiLeaks Shocker: Clinton Camp Considering Paul Ryan Relative as Supreme Court Nominee by Richard Johnson,fear
Hilarious Cartoon Reveals 2016 Political Version of The “Walking Dead”,joy
Crushing Hillary: Trump’s Landslide by the Numbers | EndingFed News Network,sadness
Google Violence at Temple U Popular Across the Country,anger
"Strong 5.4 Magnitude Quake Hits Central Italy, Rattles Rome",fear
Robin Roberts Says While She Was Dying from Cancer a ‘Familiar Voice’ Came From Her Nurse and Brought Her Back,neutral
Brain Concussions in Children and Adults: What to Know About Vaccine Damage,neutral
Pakistan: Long arm of ISI needs unsheathing,anger
"Why Everyone on Facebook Is Checking into Standing Rock, North Dakota",neutral
"Hillary cancels public appearance due to a large crowd of people chanting ""Lock Her Up!""",anger
"An LDS Reader Takes A Look At Trump Accuser Jessica Drake, Concludes His Leaders Are “Latter-Day Sissies",disgust
Comment on Wikileaks: Bill Clinton BOASTS of Hillary’s ‘Working Relationship’ with Muslim Brotherhood by toddyo1935,neutral
Your premier federal government employee and veteran shopping program,neutral
Incredible Discovery: This Fruit Extract Killed Cancer in 48 Hours!,neutral
Romania Points Out Flaws With U.S. Election To Encourage Citizens To Vote,neutral
Sniveling Cowards and NeverTrumpers Mitt Romney and John Kasich Reach out to Trump – TruthFeed,neutral
In Consideration of the Supreme Importance of Love,neutral
LIVE: Hillary Clinton Addresses Nation for First Time Following Presidential Race,neutral
"Trump Tells GOP Rally In Jerusalem He’ll ‘Make Israel, U.S. Safe Again’",neutral
Former U.S. Treasury Secretary Just Warned Trump Could Be Assassinated,fear
New French Law Makes It Illegal To Contact Employees After Work Hours,fear
"“Wikileaks is the Mossad, Stupid, Not the Russians, We are playing them like a fiddle…” Assange (sort of)",anger
BREAKING: Obama Now Considering Martial Law Because Of Mass Riots | EndingFed News Network,fear
"Insider Leaks Bill’s 2-Word Nickname For Hillary, Exposes Dirty Sex Habits",disgust
TRUMPED! LIBERAL NEWS OUTLET BLOOMBERG POLL CONCEDES TRUMP BEATING CROOKED HILLARY IN FLORIDA,anger
Trump and all the other far right leaders are Zionist stooges,neutral
CONTROVERSIAL NEW ‘ANTI-FAMINE’ GMO POTATO STRAINS APPROVED,neutral
TRIGGERED: JOURNALIST SNOWFLAKES SCARED TRUMP SUPPORTERS ARE ‘TURNING ON THE MEDIA’,anger
"The Clinton Syndrome, Part 2: Can Hillary Escape This Time?",neutral
"Re: Ha! FBI reopening Hillary email case means THIS might happen again soon (Hint: Bill, fire up the jet!)",surprise
"FBI Wants you to Believe It Examined 650,000 Emails in 691,000 Seconds",neutral
Comment on She’s fit to be President! Hillary had to be helped up *one* step by youknowwho.,neutral
"Remember Those Rumors Megyn Kelly is Leaving Fox News? Well, Her Contract Just Went Public",neutral
Police Turn In Badges Rather Than Incite Violence Against Standing Rock Protesters: Report,anger
Comment on 21 Things We’ve Learned About Hillary Clinton from Wikileaks That the MSM Won’t Share…But YOU Can! by Lakshmima,neutral
Poland Establishing New Territorial Defense Force to Fight ‘Russian Threat’,fear
Teachers Strike Allowing Children To Sample The Kind Of Free Time They’ll Have On The Dole,anger
Life: 10 Steps To Rolling The Perfect Joint,joy
Cardinal Vincent Nichols says: “Britons could learn a lot from the ‘vibrant’ faith of Muslim migrants”,neutral
Did Democrats really stuff ballot? Here's their answer,surprise
Taking Care of Your Eye Health the Natural Way,neutral
Fighting Ghost Fascists While Aiding Real Ones,anger
World War 3 Begins! Trump Elected,neutral
Hillary Clintons election fraud finally exposed. California stolen from Bernie Sanders!,anger
BREAKING: Donald Trump Says He’s Going to Deport Up To 3 Million Immigrants Immediately,fear
"In hats and t-shirts, Trump fans rally in Jerusalem’s Old City",neutral
Anxiety grows among GOP congressional staffers,fear
Pentagon Retreats on Enlistment Bonus Collection Efforts,sadness
Lower Yields and Agropoisons: What is the Point of GM Mustard in India?,neutral
The Intercept Outs Neocon Democrat’s Smear Against Trump as ‘Putin’s Puppet’,fear
Hillary’s Aide Vanishes After WikiLeak Corruption Scandal Huma Life in Danger,fear
Aristocracy’s Immunity From Prosecution Disturbs TARP’s I.G.,neutral
Hillary Ally Offers Strategy On How To Make New York Times Write Positive Coverage,neutral
Why Time Magazine’s Joe Klein Is So Wrong About Hillary Clinton,neutral
Swansea City ‘will win Premier League at a canter’ confirm pollsters,joy
What is going on with WikiLeaks?,neutral
Re: Did America Really Pass The Test? – Hillary Clinton Is Going To Win The Popular Vote By A Wide Margin,surprise
Neeraj Pandey announces film on 500/1000 ban: “A Wednesday Re-MODIfied”,neutral
Standing Rock Protests: Police Turn In Badges Rather Than Incite Violence,anger
SPECTRE Is Real: Federal Shadow Government,neutral
Comment on Clintons Addicted to Privilege: Financial Whistleblower Explains What’s About to Happen to the Economy by marlene,neutral
"Go Ahead, Sue the Government",neutral
Principal institutes ban after students wear Confederate flag to school,disgust
Mourning in America—A “Patriot Spring” In Europe?,sadness
BREAKING: AP Finds Proof Melania Trump Illegally Worked In U.S. PRIOR To Getting Work Visa,fear
JUDICIAL WATCH: MORE CLINTON-ABEDIN EMAIL EXCHANGES OF CLASSIFIED INFORMATION ON UNSECURE SERVER,neutral
America’s Senator Jeff Sessions Warns of Worsening Pre-Election Border Anarchy,fear
The illuminati card ‘Enough Is Enough’ a harbinger of things to come?,fear
Sean Hannity Loses His Cool on Air and Goes Completely Nuclear on 'Never Trump' Movement,anger
How Secure is Your Cellphone ??,neutral
8 Terrifying Plants You Didn’t Know About,surprise
Why Hillary Won't Unleash World War III - Pepe Escobar,neutral
"After Terrorizing America With Zika Scaremongering, MSM Admits Zika Doesn't Cause Brain Deformities",fear
"Ancient Sumerian Writings Reveal The Earth Was Ruled By Eight Immortal Kings For 241,200 Years",neutral
Losing Trump Tries to Fool Voters with Last Ditch Media Propaganda Scam,neutral
"FBI FOUND ""TENS OF THOUSANDS OF EMAILS"" BELONGING TO HUMA ABEDIN ON WEINER'S LAPTOP",neutral
Get Ready For Civil Unrest: Survey Finds That Most Americans Are Concerned About Election Violence,fear
Everyone getting hammered tonight for bad reasons,anger
Colin Powell (Pronounced “Colon Pao”) Endorses Hillary Clinton,neutral
SECRET RECORDINGS FUELED FBI FEUD IN CLINTON PROBE,anger
A perfect mashup of “Stranger Things” and “A Charlie Brown Christmas”,neutral
World's Oldest Person Had Smoked For 76 Years,neutral
"World War 3, Information War, and the End of Pax Americana: Exclusive Interview with Eduard Popov",neutral
"For The Small Price Of $2.3 Million, You Could Own This Beautiful, Self-Sufficient Island",neutral
Economic Racial Disparity in North Carolina,disgust
The Matrix of Four of The Medicine Wheel,neutral
SHAMEFUL: Weather Channel Using Children In New Video To Promote Climate Change Hoax,disgust
Paris Migrant Campers Increase after Calais Is Shut,fear
New Moon In Scorpio: Making A Calculated Effort,neutral
SHOCKER!!! Left Wing MSNBC commentator Chris Mathews has just endorsed Donald Trump for president,surprise
Comment on “Isolated Incident” Every Police Dept in America Failed to Meet Minimum Standard for Use of Force by Isaid Dilligaf,neutral
"Report: Russian, U.S. Jets Have Close Encounter Over Syria",fear
You Will Soon Be Obsolete: “Plan Your Future Before THEY Plan It For You”,neutral
After 3 Years of Suffering 19 Year Old Girl Dies from Gardasil Vaccine Injuries,sadness
Britain looking forward to bonfire night because it can’t afford to put the heating on,sadness
‘That’s the CRAP young people pay attention to.’ Team Hillary trashes millennials #PodestaEmails21,fear
Comment on AG Lynch told FBI Director Comey NOT to go public with the new Clinton email investigation by Ann Tenna,neutral
"George Soros begins his color revolution in America, as MoveOn “activists” march against Trump",fear
Comments of the Week: Here Comes Trouble,fear
The Amish In America Commit Their Vote To Donald Trump; Mathematically Guaranteeing Him A Presidential Victory - ABC News,neutral
Is Brexit never gonna happen? 'Leaked' audio recording reveals Theresa May's 'true' fears about Brexit,fear
WHO Cancer Agency Under Fire for withholding ‘carcinogenic glyphosate’ Documents,anger
Anti-War Movement Anticipates More War Under A Clinton Presidency,fear
Al Gore Made Nearly $200 Million from the Global Warming Scam — Likely to Become the World's First 'Carbon Billionaire',neutral
Hillary Clinton Has Brain Damage Confirmed by Abedin and Podesta,sadness
5 Key Revelations for Free Thinkers to Consider After Election 2016,neutral
"Doesn’t Matter WHO Hacked Podesta, If Emails are TRUE",neutral
Religion & Politics: A Bad Mix,disgust
"Hillary Clinton’s Elections 2016 concession speech from New York (FULL, streamed live)",neutral
Koala gets so excited it runs head-first into a tree,surprise
"According to this college prof, canoes are symbol of cultural appropriation",disgust
Facebook says users can't stop it from using biometric data,neutral
Is This Why Comey Broke: A Stack Of Resignation Letters From Furious FBI Agents,anger
The Source of our Rage: The Ruling Elite Is Protected from the Consequences of its Dominance,anger
Guy On Pills Has 5 Hour Chat With Hand After Girl Told Him “Talk To The Hand” – Wundergroundmusic.com,sadness
BREAKING! — Hillary Clinton looks like a goner!,sadness
WORLD WAR 3 Hillary Clinton Foundation Holocaust ISIS Saudi Weapons of Mass Destruction YEMEN,disgust
Russia stops shipping Soyuz space rockets to France,neutral
French-Japanese Flawed Steel InReactors Dooms The Nuclear Industry,anger
[WATCH] Hillary Appears Belligerently Drunk in Troubling New Video,disgust
Putins Army is coming for World war 3 against Obama year 2016!!! New Video!!! Kopya,neutral
The Passion Behind Standing Rock Protest,anger
Armstrong: Stop Trying to Make Temple Attacks About Race,neutral
Re: Liberals Claim Acquittal of Bundys is “Weaponized White Privilege”,anger
BARBARIANS AT THE GATE: Muslims from Morocco keep breaking into Spain,anger
"Hillary Clinton Hits Unfavorability High of 60%, Higher Than Trump",disgust
Israel: Ancient Papyrus Proves Jerusalem Belongs to Israel,neutral
American And Saudi Weapons Recoverd From ISIS Positions In Mosul,neutral
Complete the Sentence: an Exploration of Orin Langelle’s “If Voting Changed Things…”,neutral
Comment on 7 Effective Ways To Balance Hormones Naturally by Eat Your Way to Balanced Hormones! - NeilMD.com,neutral
Insurers use California’s assisted-suicide law to deny treatment for terminal patients,disgust
Comment on “I’m the Law Today N**ga” — Cop Fired After Using Social Media to Declare Her Racism by Albert Wesker,anger
Uncollected Pallet Wondering What It Did Wrong,sadness
Starbucks ‘Unity’ Cup Draws Criticism - The Onion - America's Finest News Source,neutral
How To Repair Strained Or Broken Relationships,sadness
#BREAKING: SECOND Assassination Attempt On Trump In NV; Suspect Detained (LIVE BLOG),fear
Crushed: Trump’s Hollywood Walk of Fame Star Smashed With Sledgehammer (VIDEO),anger
"It’s Not Broken, So Let’s Break It–“California Set To Let Public Schools Teach Primarily In Spanish”",neutral
America’s Streets Will Run With Blood- Mike Adams,neutral
Watch Hillary Clintons Concession Speech,neutral
29 of Hillary's scandals: The early years,neutral
Vote Vote Vote,neutral
10 Last Minute Preps When A Disruptive Event Is Brewing,fear
High-fat Ketogenic Diet for Weight Loss,neutral
Obama Administration Smacks Down Enlistment Bonus Repayments After Republican Congress Does Nothing,disgust
"Police Violence Escalates As Provocateurs Infiltrate Standing Rock, #NoDAPL Protests",fear
TRUNEWS 10/26/16 Jeremy Wiles | Sing A Little Louder,neutral
Trump Bollywood Ad Meant To Sway Indian American Voters Is An Hilarious Fail (VIDEO),joy
Tory Councillor Say Homeless People Should Be ‘Eliminated’,fear
Comment on Cop’s Attempt to Abuse His Authority During Fit of Road Rage is Shutdown by Informed Citizen by Jynxster,neutral
“Beware of the Shadow Government”: Ron Paul Advises President-Elect,fear
Russia or the Neocons: Who endangers American democracy? | OffGuardian,fear
Comment on How about a trip to Paris this fall? Sure looks lovely this time of year… by Miss Marple,joy
The path to total Dictatorship: America’s Shadow Government and its silent coup,neutral
Purchasing Loyalty with Foreign Aid,neutral
Russia WW3 Weapon: Nikola Tesla’s Death Ray In Vladimir Putin’s Possession?,neutral
NATO Considers Russian Warships Sailing in Mediterranean 'Acceptable',neutral
Senate Democrats To FBI: Put Up Or Shut Up About Emails (TWEETS),neutral
"Trump Supporters Lose Control, Violently Harass Reporters At Rally (VIDEO)",anger
Poll: 41 percent of voters say election could be ‘stolen’,sadness
The man who spoke softly but carried a big stick,disgust
MASSIVE Global Bond Write-Down Coming on Back of Financial Reset — Jim Willie,neutral
Al-Qaeda's Assault on Aleppo Continues Despite Lack of Progress,fear
43-Year-Old Can’t Get Over The Amount Of Kids In Local Night Club,sadness
Three Quarters Of Americans Oppose Gun Control,neutral
Revealed: Several Ku Klux Klan Units Active in Germany,disgust
Dakota Access pipeline protesters occupy Hillary Clinton campaign HQ,neutral
"Comment on Leaked Email: ‘If She Wins, Hillary Will Own The Supreme Court for the Next 30 to 40 Years’ by mildred.kraus",neutral
The Loosening Grip of DC,neutral
The announcement for Wales’ first female bishop attracted quite a crowd,joy
Fox News Poll: Clinton leads Trump by three points,neutral
Moveable Feast Cafe 2016/11/04 … Open Thread,neutral
Trump's Victory Proves US Political Class Out of Touch With Electorate: Ron Paul,neutral
DIY: Learn to Make the Most Powerful Natural Antibiotic Ever – Kills Any Infection In The Body,neutral
Live Blog: Voting Fraud Exposed Nationwide,fear
Donald Trump’s Hollywood Walk of Fame star destroyed by vandals,sadness
"Don’t Root, Root, Root for the Racist, Red-Face Team from Cleveland",disgust
"Latest Posts WikiLeaks Documents Coming From US Intelligence Not Russia, MSM & Democrat Party Dying",sadness
Hillary Clinton Cancels Public Events And Vanishes Amid Media Blackout,sadness
The Truth About the #Syrianboy Viral Photo. Its really a story of two boys. #OmranDaqneesh,fear
"WIKI: Clinton out of touch, cronyistic, didn't drive car in 35 years, flew all over world but accomplished nothing...",disgust
WATCH: Louis CK’s EPIC Answer on Trump vs. Hillary,neutral
Official Online National Donald Trump Polls Updated in Real-time,neutral
"Florida Voters Approve Medical Marijuana, Reject Federal Prohibition",neutral
Should America Pardon the National Security State?,anger
#NoDAPL Spills Over: Musicians Boycott Dakota Access Pipeline CEO’s Record Label & Festival,anger
Vertical Pools Help Heal Wounded Combat Veterans Seeks Positive Doers To Help Make It Happen,neutral
Clintons Are Under Multiple FBI Investigations as Agents Are Stymied,fear
Comment on Democrats should ask Clinton to step aside by Toby,neutral
Hezbollah’s Candidate Becomes Lebanese President After Sunni Compromise,neutral
Cher Finally Cracks Time Travel,neutral
"What Are The Bulges Under Your Green Pantsuit, Hillary?",neutral
"Like a good little sharia-compliant female, Prince Charles’ wife Camilla removes her shoes to enter a mosque in Abu Dhabi, but the Prince of Wales keeps his shoes on",disgust
At least Tesco are giving shoppers a bit of warning this year,neutral
Michael Moore Owes Me $4.99,neutral
The Russian media just loves the campaign to demonize Putin,neutral
Nigerian Novelist Wonders Why Everyone Loves Hillary,surprise
Trump’s HUGE Rally Crowds vs HIllary Clinton’s TINY Crowds,surprise
Re: 13 Year Old: “If Donald Trump Had A Brick For Every Lie Hillary Has Told He Could Build TWO Walls”,neutral
How To Plan Farmer’s Calendar All Year Round,neutral
Hillary To Be Indicted After Election: Trump Responds To FBI Investigation,sadness
Michael Klare: Whose Finger on the Nuclear Button?,neutral
BUILD UP WW3 World War 3 Is Coming Current Situation Analysis,neutral
Fox News Gets Destroyed While Trying To Blame Hillary Clinton For GOP Email Scandal,anger
Trump Reveals American Muslim Solution,neutral
"This Year’s Mammogram Month Launched With Devastating Report On Harms, Lack Of Effectiveness",disgust
Comey’s Clinton Foundation Connection,neutral
Does The U.S. Government Really Know Who Hacked Democrats Emails?,neutral
Trump World’s Darkest Side,fear
Over 500 Russian and Egyptian Troops Train to Kill Terrorists (Photos) - Boris Egorov - Russia News Now,fear
Have You Heard? Scientists Now Growing Human Ears From Apples,neutral
Most Popular Halloween Costumes Of 2016 - The Onion - America's Finest News Source,joy
"Black Agenda Report for Week of Oct 31, 2016",neutral
Self-Help and the War on Common Sense,fear
Julian Assange PREDICTS Trump Will Lose – Still Missing Day 12,sadness
Taxpayers Shell Out $100K to Pay for Cops Caught Eating Weed & Assaulting People in Pot Shop Video,anger
Amnesty Intl: Western Backed Syrian Rebels Must End Unlawful Attacks In W. Aleppo,fear
The Trump effect: Jack in the box and Obama's change,neutral
Disabled veterans find freedom in water,neutral
Democrats begin search for candidate who knows how to use email,neutral
Hillary Failing at Twitter Today: “Happy Birthday to This Future President”,sadness
*Breaking: Huma Abedin Thrown Off Hillary’s Campaign Plane!,anger
Britain No Longer a Sovereign Democracy,neutral
Russia Demands Explanation After US Hacks Entire Russian Infrastructure,anger
"EVIL HILLARY SUPPORTERS Yell ""F*ck Trump""…Burn Truck Of Daddy Fishing With 2 Yr Son Over Of Trump Bumper-Stickers [VIDEO] » 100percentfedUp.com",anger
Lawsuits Against Monsanto’s Roundup®,anger
Freddy Krueger Escapes Shooting – Injures Five At Halloween Party,fear
Report: It Still Nowhere Near Okay To Act Like Donald Trump - The Onion - America's Finest News Source,neutral
"Germany: Children in one school required to chant ‘Allahu Akbar’; in another, Christian events eliminated",sadness
Dozens Of Syrian Children Dead After Receiving Measles Vaccinations,sadness
Devastating Wiki Leaks Show Scope Of Clinton Cover-Up [Video],disgust
Defense Secretary: US Talking to Turkey About Future Role in Raqqa,neutral
Shiny Syrian Or White Rubble? This Viral Photo Is Dividing The Internet,disgust
"Project Veritas 4: Robert Creamer's Illegal $20,000 Foreign Wire Transfer Caught On Tape",anger
"Just When You Thought It Was Safe To Swim, Scientists Discovered A Two-Headed Shark",neutral
Politicians Will Feel the Heat From Rising Temperatures,anger
Voters Repudiate Clinton,neutral
30th Infantry Division: “Work Horse of the Western Front” ~ 1951 US Army; The Big Picture TV-211,neutral
"The FBI, the DHS’s Customs and Border Protection, the Secret Service, and the Israelis are in cahoots",neutral
Comment on How Reiki Actually Works (The Science Part) by Energy Healing-Reiki,neutral
Mobilizing in Guatemala,fear
"Kenyan refugee kills co-worker, self",anger
Say What?! FBI Never Destroyed Laptops of Clinton Aides – AGENTS REFUSED TO DO IT,anger
Swiss volunteer firefighters: It’s ok to be a bit tipsy when reporting for duty,neutral
Is the Fed Fix in for the election?,neutral
Hillary and Trump Could Both Be Criminally Charged After The Election,sadness
"Bishop Williamson on Putin, Putin’s Meeting with Pope Francis, and the Fr. Gruner-Russian Meeting",neutral
Hillary Clinton accused of stealing furniture from the State Department,disgust
"Artist's Impression Of ""The Clinton Machine"" - Russia News Now",neutral
"Political Party of Anarchists, Libertarians, Hackers, and Computer Geeks to Take Power in Iceland",neutral
AIDS “Patient Zero” Not the Source of the Outbreak,neutral
"Hillary visits voters early polling stations, thus BREAKING THE LAW on camera – yet again nothing happens to her",neutral
VA fails to properly examine thousands of veterans,neutral
“Organic” Food From China Found To Be Highly Contaminated,neutral
"Nintendo Cuts Full-Year Sales, Operating Profit Forecasts",neutral
AT&T sold access to customer data to law enforcement – report,neutral
Being an utter cock no barrier to success,anger
Must Read of the Day – Dennis Kucinich’s Extraordinary Warning on D.C.’s Think Tank Warmongers,neutral
"This Election is Not About Trump, Its about a Giant Middle Finger to Washington DC.",neutral
One Veteran’s War on Islamophobia,neutral
Morning Joe Destroys Corrupt Clinton Foundation (Laughable) “Total Corruption”,disgust
Johnson & Johnson Lose Third Multimillion Dollar Case Over Baby Talc,sadness
Can the Oligarchy Still Steal the Presidential Election?,anger
Dentist Waiting Room Contains Disproportionate Number Of Boating Magazines,disgust
A very accurate pisstake of craft beer culture,neutral
How Putin Derailed the West   : Information,fear
VIDEO : Hillary Worshipper Rachel Maddow IN TEARS Over Reopened FBI Investigation – TruthFeed,fear
Will Carlos Danger Cut a Deal? - Russia News Now,neutral
Three local military veterans to receive recognition,joy
Pope Francis Commemorates 500th Anniversary Of Protestant Reformation,joy
US Claims Four Arms Ships From Iran to Yemen Caught in Past 18 Months,anger
WHO Cancer Agency Under Fire for withholding ‘carcinogenic glyphosate’ Documents,anger
"Donald Trump to leave America for a younger, sexier country",neutral
Markets collapse as Donald Trump is projected to win,fear
"Walling them out, or walling us in?",disgust
Is your promising internet career over now Vine is dead? Write for NewsBiscuit to cheer yourself up,joy
Venezuelan Police Officer Fatally Shot in Anti-Government Protests,sadness
Clinton Staff Readies EMP Launch To Disable All Nation’s Electronic Devices - The Onion - America's Finest News Source,neutral
"Team Clinton: Let’s Talk About Russia, Not the WikiLeaks Emails",neutral
Deep Fried Offshore,neutral
TOP DOCTORS: CHEMOTHERAPY ONE OF DOZENS OF PROCEDURES SHOWN TO ‘GIVE NO BENEFIT’,neutral
Are We on the Eve of Total Life Extinction?,neutral
“Ignorant scum who disagree with me should be more tolerant” complains voter,anger
US Engineers Prepare Bionic Device to Generate Electricity by Walking,neutral
Hillary Clinton has a deep commitment.,neutral
Not Guilty: The Power of Nullification to Counteract Government Tyranny,anger
Must Read of the Day – The Clinton Presidency Is Going to Be a Miserable Slog,disgust
Iraqi Army: US Hindering Advance on Mosul,neutral
Hillary Clinton Appears Disoriented And Confused At New York Airport Day Before Presidential Election,fear
"James Bond wouldn’t make the grade in modern MI6, says Britain’s top spy",neutral
Comment on Shocking video shows Europe’s “refugee crisis” is a Muslim invasion by Refugees Invasion of Europe | Justice4Poland,fear
Simon Parkes Updates: Swiss Earthquakes and DOS attacks,fear
The Modern History of ‘Rigged’ US Elections,neutral
Currency Crisis: Alasdair MacLeod On The Vexed Question of the Dollar,fear
Democrats & Republicans Just Joined Forces To Condemn Comey’s Partisan Smears,anger
NYPD Source: Weiner Laptop Has Enough Evidence “to Put Hillary … Away for Life”,neutral
Is It Safe To Use Expired Prescription Drugs?,neutral
Scientists Find A Plant That Could Treat Diabetes And Kill Cancer Cells,neutral
TREASON: This Election Fraud Goes All the Way TO THE TOP! — Bill Holter,anger
Arizona: “Poster Child” for ObamaCare’s Failures,neutral
Trump's New Ad Portraying 'Every Mother's Worse Nightmare' is Nothing Short of Chilling,fear
How WiFi & Other EMFs Cause Biological Harm,anger
One Photo Sums Up How Differently America Treats People Of Color And The White Bundy Militiamen,neutral
"About Time! CNN Fires Donna Brazile for Rigging Debates, Giving Hillary Questions in Advance",anger
"Assad Says The ""Boy In The Ambulance"" Is Fake - This Proves It",neutral
Erdogan Checks in with Obama Before Bombing Syria,fear
Juror 4: Oregon standoff prosecutors failed to prove ‘intent’ to impede federal workers,anger
Boaty McBoatface II? P&O bravely asks the public to name its new ferry,fear
Hillary has built the biggest big-money operation ever,neutral
There’s wildly conflicting information about what FBI actually found in renewed Clinton email probe,neutral
"If you think our media is racist, wait till you meet my grandfather, Prince Harry tells Meghan Markle",anger
U.S. Special Forces Join Fight For Mosul,neutral
Canada Posts Perfect Tweet After Immigration Website Crashes,neutral
Saudi Arabia Should Continue to Seek New Revenue Sources - IMF,neutral
‘McCarthyism’ Rides Again. And It's Again Poisoning the Foundations of a Free Society in the US - Justin Raimondo,fear
China’s Growing Amphibious Capabilities (two-parts video report),neutral
"BLACK VETERANS FOR TRUMP, too!",neutral
"ATTENTION WESTERN WORLD: If You Care About Your Country’s Security, Make Sure Everyone Gets Netanyahu’s Important Message",neutral
US Airstrike Killed Five Al-Qaeda Members in Yemen on October 21 - CENTCOM,fear
The Only Way to Save the World is to Save Yourself,neutral
NO jail time for Muslim migrant who DUMPED BABY in road and left it for dead,anger
Re: Schools All Over America Are Closing On Election Day Due To Fears Of Violence,fear
Trump Mocks Biden's Dare To Take Him 'Behind the Gym',disgust
Why Russia’s army can’t complete its modernization program,sadness
Small Stocks Threaten Breakdown – Can They Hang On?,fear
Black Lives Matter LOSES: America’s Respect For Police SURGES,neutral
Clinton Snaps as Bernie and Trump Supporters Join Forces to Disrupt Rally,anger
Iran’s Zarif to hold talks with Russia’s Lavrov on Syria in Moscow,fear
"Anti-Trump protests are paid and staged, Craigslist reveals",neutral
The Clinton FBI Investigation Just Got Real,fear
5 Reasons to Try Acupuncture for Baby Eczema,neutral
Federal Employee With Stage IV Cancer May Lose Job For Taking Medical Marijuana,sadness
Tens of Thousands of People Just Got Fooled By FAKE Ballot Without Trump’s Name On It,anger
Love Him Or Hate Him: Trump Is The Revolution Against The Establishment,anger
"MI5 Chief Gives First Ever Interview to Press, Hypes 'Aggressive Russia' - Jason Ditz",neutral
Russia is Hoarding Gold at an Alarming Rate — The Next World War Will Be Fought with Currencies,fear
Sustainable salt water battery won’t corrode and can power your home for 10 years,neutral
"Ever Google Yourself? Do a “Deep Search” Instead, but brace yourself for the results",neutral
Financial Whistleblower Explains What’s About to Happen to the Economy,fear
Comment on 4 Fascinating Things Quantum Physics Does In Nature by para kazanmak,neutral
Clinton campaign blames FBI director for loss to Trump,anger
"Readings in the Jewish Zionist Control of the United States: Interviews with Francis Boyle, James Petras, Kim Petersen",neutral
Shocking! Hillary’s Henchwoman Sold Up the River To Save Her Bacon!,surprise
"Janet Reno, First Female US Attorney General, Dies At 78",sadness
How to Rig an Election: James O’Keefe Expose’- Follow the Money,fear
OBSTRUCTION OF JUSTICE: The Clintons’ Long History Of Losing Documents,neutral
"HUGE Air Drill, Over 130 Command Centers in Russia, CIS on Alert",neutral
"After Vets Fight War, Feds Demand Money Back",anger
Need to Burn Fat? Eat Dinner Early or Skip It to Help Weight Loss,neutral
"Mark Crispin Miller, a professor at New York University, explains how US elections are stolen:",neutral
Can The American People Defeat The Oligarchy That Rules Them?,neutral
"Hillary Clinton Wants a Strong Russia. Wait, what did she say?",neutral
Moronic Trump Campaign Thinks Reopened Clinton Email Investigation Will Save Them,neutral
"Russian Report Warns: American Revolution Has Now Begun, May Last Entire Decade",fear
